ID,Positions
Q7Z4I7,S324
Q9NVH1,S325
P13646,S325
P13646,S328
O00712,S325
O00712,S326
O00712,S333
O00712,S416
Q99829,S325
Q99829,S332
O43516,S325
O43516,S386
Q5TC79,S326
Q9UJY4,S326
Q8IUF8,S327
Q8IX03,S327
P06576,S327
Q9UBV2,S327
Q9UBV2,T610
P35227,S328
Q9C0C7,S328
Q9C0C7,T422
Q9C0C7,T440
Q9C0C7,S441
Q9C0C7,S444
Q9C0C7,T1127
P61647,S329
A8MYA2,S329
P51816,S329
Q9NTG7,S329
Q9H334,S329
Q9H334,T408
Q9H334,T411
Q9H334,T415
Q9H334,T418
Q9H334,S422
Q9H334,T427
Q9H334,S440
Q9H334,S448
Q9H334,S449
Q9NWX6,S33
O00469,S33
P04264,S33
P04264,S494
P04264,S527
P04264,S538
Q96JH7,S33
Q96JH7,S997
Q96JH7,T1067
Q96JH7,T1073
Q96JH7,S1075
Q96JH7,S1076
Q96JH7,S1077
Q96JH7,S1079
Q5VYK3,S330
Q5VYK3,T1230
Q5VYK3,S1232
Q5VYK3,T1375
Q13563,S330
Q13563,T364
Q8N5T2,S331
Q9C0F1,S331
Q9C0F1,S335
P16671,S331
P16671,S468
P16671,T470
Q9NRA8,S331
Q9NRA8,S772
Q9NRA8,S914
Q12959,S332
Q12959,S347
Q12959,T351
Q2WGJ6,S333
Q03111,S334
Q96JA1,S334
Q9NRR5,S334
Q9NRR5,S340
P30260,S334
P30260,S685
P30260,T691
Q13325,S335
P0CG12,S335
P0CG12,S369
P0CG12,S372
P0CG12,S374
P0CG12,S375
P0CG12,T377
P0CG12,S380
P0CG12,T384
O94900,S336
O94900,S338
O94900,S346
Q8NCF5,S337
Q8IY22,S337
Q8N135,S337
P16150,S337
Q6ZXV5,S337
P82675,S337
P82675,S339
P82675,S344
P82675,T346
Q9UJT9,S338
Q9UL01,S338
Q9HDB9,S338
P57764,S338
Q13509,S338
Q6IMN6,S338
Q6IMN6,S468
Q6IMN6,T978
P52630,S338
P52630,T341
Q8NFZ5,S339
Q6YHK3,S339
Q6YHK3,S403
Q8WXE1,S339
Q8WXE1,T343
Q8WXE1,S352
Q8WXE1,T353
Q8WXE1,S358
O43247,S34
Q16822,S34
Q6ZRI6,S34
Q6ZRI6,S591
Q6ZRI6,T634
Q6ZRI6,T635
P30304,S34
P30304,T48
P30304,S69
P04632,S34
P04632,T57
P04632,T85
O75909,S340
P0C7T7,S340
Q9BWG4,S341
Q6ZQY2,S341
Q96T21,S341
Q86SU0,S341
Q86SU0,S342
Q01826,S341
Q01826,S354
Q6ZRI8,S341
Q6ZRI8,T343
Q13206,S341
Q13206,T610
Q13206,S611
Q9NY74,S342
Q9UKS7,S342
Q53GL7,S342
Q53GL7,S356
P19784,S343
P19784,T347
Q86X10,S343
Q86X10,T476
Q99590,S344
Q99590,S357
Q99590,S512
Q99590,S680
Q99590,S882
Q99590,T887
Q99590,T1259
Q99590,T1268
Q99590,T1270
Q99590,S1271
Q99590,S1273
Q99590,S1286
Q99590,S1349
Q63ZY3,S344
Q63ZY3,T345
P29401,S345
Q12802,S345
Q15057,S345
Q16531,S345
Q16531,S480
Q16531,T657
P12645,S346
Q8WZ64,S346
P43686,S346
Q13698,S346
Q13698,T349
Q86X51,S347
O60885,S347
O60885,S348
O60885,T658
O60885,T1211
O60885,T1212
O60885,S1214
O60885,S1215
O60885,T1216
O60885,S1219
O60885,S1223
Q86TH1,S347
Q86TH1,S349
Q86TH1,S352
P08631,S347
P08631,S351
Q92597,S347
Q92597,S357
Q5JQC9,S347
Q5JQC9,T351
O00116,S348
Q8N4P6,S348
Q9Y473,S348
Q9HBA9,S348
Q8NHV4,S348
Q8NHV4,T358
Q8NHV4,S493
Q8TD55,S349
Q5QP82,S349
Q5QP82,S350
Q5QP82,S351
Q5QP82,T354
Q5QP82,S357
Q5QP82,S358
Q5QP82,S359
Q5QP82,S360
Q15723,S349
Q15723,T362
Q15723,S369
Q15723,S370
Q15723,S372
Q15723,T374
Q15723,T375
Q15723,T376
Q15723,S378
Q15723,S380
Q15723,T382
Q15723,T399
Q15723,S400
Q15723,S406
Q15723,S412
Q15723,T421
Q15723,S422
Q15723,T423
Q15723,S424
Q15723,T427
Q15723,T497
Q15723,S500
Q15723,T505
Q15723,T564
Q15723,T566
Q15723,S572
Q15723,S575
Q15723,T582
Q9NYV4,S349
Q9NYV4,T592
Q9NYV4,S593
Q9NYV4,S596
Q9NYV4,S597
Q9NYV4,S601
Q9NYV4,S608
Q9NYV4,T1363
Q9NYV4,T1447
Q9NYV4,T1448
Q9NYV4,S1466
Q96PQ5,S35
Q8N228,S35
P58004,S35
Q86XP3,S35
Q86XP3,S37
Q86XP3,T42
Q86XP3,S43
Q86XP3,S45
Q86XP3,S709
Q86XP3,S715
Q86XP3,T778
O60341,S35
O60341,T335
Q8WWQ8,S35
Q8WWQ8,T38
Q7Z406,S35
Q7Z406,T51
P30518,S350
O95477,S350
Q9P1A6,S351
Q6WRX3,S351
Q8NB91,S351
Q8NB91,T355
Q8NB91,S356
P04198,S352
P23588,S352
P23588,S354
P23588,T355
P23588,S359
P23588,S409
P23588,S433
P23588,S495
P23588,S504
P23588,S591
Q9NS62,S353
Q9NS62,T355
Q9Y6Q2,S353
Q9Y6Q2,T355
P51659,S354
P51659,S475
P51659,T665
Q96B23,S355
Q96CS3,S355
P51689,S355
O94992,S355
Q8IVM8,S355
Q8IVM8,T357
Q9BRQ8,S356
Q9NUL7,S356
Q15257,S357
Q9UII4,S357
Q7Z5M8,S358
P54840,S358
Q9UJ83,S359
Q6UB98,S36
O75496,S36
P60174,S36
P60174,S41
Q8WVJ9,S36
Q8WVJ9,S40
P46087,S36
P46087,S40
P46087,T573
P46087,T668
Q9P2Y4,S36
Q9P2Y4,S48
Q9P2Y4,T496
P35579,S36
P35579,T90
P35579,S96
P35579,S197
P35579,S282
P35579,S628
P35579,T630
P35579,S759
P35579,T1146
P35579,T1208
Q9BY89,S360
Q9BY89,S366
A6NC57,S361
Q9UJS0,S361
Q9UJS0,S619
Q9UJS0,S625
P52179,S362
P52179,T458
P52179,S461
Q9H3U7,S363
P54259,S363
P54259,S364
P54259,T428
Q86VD1,S364
P00533,S364
P00533,S380
P00533,T430
P00533,T474
P08238,S365
Q6W2J9,S365
Q6W2J9,S367
Q6W2J9,S453
Q6W2J9,T555
Q6W2J9,S560
Q6W2J9,S586
Q6W2J9,S587
Q6W2J9,S637
Q6W2J9,T1691
Q9UQF2,S366
Q9BYG8,S367
Q9NSY1,S367
Q9NXD2,S367
Q9NXD2,S368
P53708,S367
P53708,S368
P53708,T997
P53708,S998
P98082,S367
P98082,S407
P98082,T674
P98082,T678
P98082,S723
P98082,T727
P98082,S729
P98082,T730
P98082,S746
P98082,S749
P22695,S367
P22695,T369
Q86XE0,S368
Q86XE0,S369
P10826,S369
O95049,S369
P51812,S369
P51812,S375
P51812,S556
P51812,S737
P82909,S37
Q14152,S37
Q14152,S1058
Q8NDX5,S37
Q8NDX5,S40
Q8NDX5,S42
Q8NDX5,S59
Q8NDX5,S60
Q8NDX5,S142
Q8NDX5,S236
Q8NDX5,T237
Q8NDX5,S238
Q8NDX5,T240
Q8NDX5,S242
Q8NDX5,T244
Q8NDX5,T250
Q8NDX5,T253
Q8NDX5,S254
Q8NDX5,S279
Q8NDX5,T283
Q8NDX5,S645
Q8NDX5,T673
Q8NDX5,T674
Q8NDX5,S721
Q8NDX5,S744
P31947,S37
P31947,T136
Q96JN0,S37
Q96JN0,T40
Q96JN0,T1176
Q14112,S370
P62736,S370
O60281,S370
O60281,T374
Q96T51,S371
Q63HK3,S371
Q27J81,S371
Q27J81,S448
Q14392,S371
Q14392,T377
Q7L2H7,S372
Q05086,S372
Q05086,S503
Q96FC7,S373
Q7Z3E1,S373
Q6AZY7,S373
Q6AZY7,S432
Q13576,S373
Q13576,S595
Q13576,S596
Q13576,S599
Q8IWF9,S374
Q7Z417,S374
Q7Z417,S376
Q7Z417,S379
Q7Z417,S380
Q7Z417,S381
Q7Z417,S382
Q7Z417,S384
Q7Z417,S385
Q7Z417,T387
Q7Z417,T437
Q7Z417,S546
O75886,S375
Q96MY1,S375
Q96MY1,T376
Q96MY1,T377
Q96MY1,S378
P35712,S376
P35712,S380
Q8NCB2,S376
Q8NCB2,T438
Q8NCB2,S441
Q8NCB2,T445
Q8NCB2,T446
O94842,S377
O94842,T380
O94842,S382
O94842,T388
O94842,T393
O94842,S397
O94842,T405
O94842,S406
O94842,T407
O94842,T409
O94842,S413
O94842,T420
Q99856,S378
Q99856,S379
Q99856,T408
Q99856,S416
O14974,S379
O14974,T381
O14974,T385
O14974,S387
O14974,T388
O14974,T396
O14974,S401
O14974,T416
O14974,T464
O14974,S477
O14974,S479
O14974,S564
O14974,S565
O14974,S566
O14974,S569
O14974,T570
O14974,T571
O14974,S572
O14974,T573
O14974,T577
O14974,S578
O14974,S585
O14974,S588
O14974,S589
O14974,T590
O14974,T592
O14974,T594
O14974,T597
O14974,S601
O14974,S618
O14974,T631
O14974,T637
O14974,S644
O14974,T645
O14974,S746
O14974,S773
O14974,T774
O14974,S775
O14974,S776
O14974,S777
O14974,T778
O14974,T779
O14974,S781
O14974,S782
O14974,S783
O14974,S785
O14974,T786
O14974,S788
O14974,S789
O14974,S790
O14974,S794
O14974,S795
O14974,S802
O14974,T807
O14974,S808
O14974,S835
Q9NXX6,S38
Q99726,S38
Q8N7H5,S38
Q8N7H5,S195
P45844,S38
P45844,S39
Q9NQW7,S380
Q9UF83,S380
O95447,S380
Q13477,S380
Q13477,S382
Q8NF37,S381
Q8NF37,S409
O43151,S381
O43151,T431
O43151,T439
O43151,T441
O43151,T445
O43151,S1379
Q01955,S382
Q01094,S382
Q8IXZ2,S382
Q8IXZ2,S383
Q8IXZ2,T707
Q9HAU0,S382
Q9HAU0,T399
Q9HAU0,S1060
Q9HAU0,T1074
O95789,S382
O95789,T612
O95789,T615
O14640,S383
Q9NQS5,S383
P21397,S383
O94929,S383
O94929,S424
O94929,T461
O94929,S462
O43318,S383
O43318,S439
O43318,T448
Q8TEM1,S383
Q8TEM1,S699
Q8TEM1,S700
Q3T906,S384
Q3T906,S385
Q3T906,S390
Q9H270,S384
Q9H270,T800
O43541,S385
O43541,S394
A6H8Y1,S385
A6H8Y1,T809
A6H8Y1,T1010
Q5SRN2,S386
Q5DX21,S386
Q5DX21,S425
P12755,S387
P12755,S389
P12755,S440
Q9ULM3,S388
Q9ULM3,T389
Q9ULM3,T478
Q9ULM3,T513
Q9ULM3,S525
Q9ULM3,S531
Q9ULM3,T587
Q9ULM3,T604
Q9ULM3,S608
Q9ULM3,S610
Q9ULM3,S703
Q9ULM3,T708
Q9ULM3,T718
Q9ULM3,T723
Q9ULM3,S880
Q9ULM3,T885
Q9ULM3,S889
Q9ULM3,S964
Q9ULM3,T989
Q9ULM3,S990
Q9ULM3,S998
Q9ULM3,T1011
Q9ULM3,S1014
Q9ULM3,S1059
Q9ULM3,T1062
Q9ULM3,S1063
Q12979,S389
O15061,S389
Q9H2T7,S389
Q9UBI9,S389
Q9UBI9,S391
Q5MNZ9,S389
Q5MNZ9,S391
Q5MNZ9,S392
Q5MNZ9,S394
Q5MNZ9,T395
Q5MNZ9,S400
Q9UKI9,S389
Q9UKI9,S396
Q96EY7,S389
Q96EY7,S608
Q9NSI2,S39
Q9ULC6,S39
O95400,S39
Q02083,S39
Q02083,S123
Q5TH74,S39
Q5TH74,S42
P35637,S39
P35637,S42
P35637,T45
P35637,T47
P35637,S107
P35637,S108
P35637,T109
P35637,S110
P35637,S112
P35637,S412
P54296,S39
P54296,T40
Q9UBN4,S390
P54753,S390
Q8IVH2,S390
Q8IVH2,S392
Q8IVH2,S394
Q8IVH2,S429
O60825,S390
O60825,S472
Q5T2T1,S391
Q9Y4H2,S391
Q9Y4H2,S428
Q9Y4H2,T527
Q9Y4H2,S704
Q9Y4H2,S714
Q9Y4H2,S1149
Q9Y4H2,T1155
P83111,S392
Q93075,S393
Q9BXW7,S394
Q9P2B2,S394
Q9P2B2,S395
Q9H694,S394
Q9H694,T749
Q08211,S395
Q08211,S1142
Q08211,S1152
Q08211,T1153
Q9BZL6,S395
Q9BZL6,S396
P11388,S395
P11388,S654
P11388,S1374
P11388,S1423
P11388,S1471
P11388,S1488
Q9HCD5,S395
Q9HCD5,T401
Q9HCD5,S410
Q9HCD5,S416
Q9HCD5,T418
Q9HCD5,T420
Q9HCD5,S422
Q9HCD5,T426
Q9HCD5,S427
Q9HCD5,S437
Q9HCD5,S449
Q9HCD5,S450
Q9HCD5,S454
Q9HCD5,T460
Q9HCD5,S471
Q9HCD5,S513
Q9HCD5,S514
Q9HCD5,S520
Q9HCD5,S524
Q9HCD5,S529
Q9HCD5,S530
Q0P6H9,S396
Q96MU7,S396
Q5HY92,S396
Q9HAS3,S396
Q9HAS3,S400
Q9P218,S396
Q9P218,T398
P35590,S397
Q8NFI3,S397
O60502,S398
O60502,S399
O60502,S405
O60502,S410
O60502,T415
Q8IXS8,S398
Q8IXS8,S402
Q6SPF0,S399
P37088,S399
P53999,S4
O95996,S4
Q5VVC0,S4
P54819,S4
O75394,S4
Q9H6R3,S4
Q32M84,S4
Q9BV35,S4
Q9Y6D5,S4
P14324,S4
Q9HCB6,S4
Q9HCB6,S11
Q9HCB6,T192
P47914,S4
P47914,S13
P47914,S142
P47914,T151
Q8NFQ8,S4
Q8NFQ8,S288
P69905,S4
P69905,S36
P69905,T68
P69905,S82
P69905,S85
P69905,S134
P49257,S4
P49257,S365
P49257,T433
Q96RN5,S4
Q96RN5,S79
Q96RN5,S87
Q96RN5,T372
Q96RN5,T387
Q96RN5,T404
Q96RN5,T405
Q96RN5,S408
Q96RN5,S412
Q96RN5,S413
Q96RN5,S414
Q96RN5,T584
Q8IXQ5,S4
Q8IXQ5,T5
Q15032,S4
Q15032,T6
Q15032,S197
Q15032,S229
Q15032,T377
Q99640,S40
Q2VPJ9,S40
Q8WWV3,S40
P31270,S40
P31270,S110
P31270,T184
Q9P0T7,S40
Q9P0T7,S49
P16220,S40
P16220,T47
P16220,S48
P16220,S49
P16220,T52
P16220,T54
P16220,T186
P16220,T227
P16220,T228
P16220,S237
P16220,T251
P11274,S400
Q6ZSY5,S400
O76021,S400
Q9UM82,S400
Q9UM82,T403
Q9UM82,S408
Q9Y5B6,S401
Q12912,S402
Q86U70,S402
Q86U70,S407
Q86U70,S410
Q9HC96,S403
Q9ULH4,S403
P24386,S403
Q9UKD1,S403
Q9UKD1,T404
Q9UKD1,S407
Q9UKD1,T408
Q9UKD1,S414
Q9UKD1,S421
Q9UKD1,S422
Q9UKD1,S425
Q9UKD1,T432
Q9UKD1,S436
Q9UKD1,S437
Q9UKD1,S443
Q9UKD1,T444
Q9UKD1,S453
Q9UKD1,T455
P20810,S404
P20810,S540
Q9BXC9,S405
Q8N3V7,S405
Q8N3V7,T406
Q8N3V7,T409
Q8N3V7,T410
Q8N3V7,T411
Q8N3V7,S412
Q8N3V7,T413
Q8N3V7,S415
Q8N3V7,S448
Q8N3V7,T560
Q8N3V7,T564
Q8N3V7,T566
Q8N3V7,S570
P98170,S406
Q4FZB7,S407
Q13464,S407
Q13464,S408
Q13464,S1336
Q92769,S407
Q92769,T459
Q68DL7,S408
Q08170,S408
Q9BTW9,S408
Q9BTW9,T412
Q9BY77,S409
O75385,S409
Q9BXT4,S409
Q13200,S409
Q13200,S413
Q8WYA6,S409
Q8WYA6,T431
Q9GZU7,S41
Q7L7L0,S41
Q6UWP8,S41
P31274,S41
O94817,S41
P08185,S41
P61011,S410
Q9NZJ0,S410
Q76L83,S411
Q76L83,S415
Q76L83,S905
Q76L83,T907
P10911,S412
Q9Y6G9,S412
Q9Y6G9,S419
Q9Y6G9,S421
Q9Y6G9,S427
Q9Y6G9,S458
Q9Y6G9,S468
Q9Y6G9,T508
P52306,S413
Q9H089,S413
Q0D2K2,S413
Q0D2K2,S416
P43121,S413
P43121,S593
Q9Y5S2,S414
Q8N264,S415
Q93099,S416
Q9Y3I1,S417
Q9Y3I1,T421
Q7Z4V5,S418
O00327,S418
Q6NZY4,S419
P08183,S419
Q8NBI5,S419
Q8N7B6,S42
P18615,S42
P34931,S42
Q9Y2K2,S42
Q6ZTI6,S42
Q96L96,S42
Q96L96,S238
P04150,S42
P04150,S44
P04150,S45
P04150,S47
P04150,S52
P04150,S54
P04150,S56
Q9UIW0,S42
Q9UIW0,S50
Q6ZSR9,S42
Q6ZSR9,S93
Q6ZSR9,S150
Q6ZSR9,S221
Q6ZSR9,S229
Q6ZSR9,S233
Q6ZSR9,S235
Q6ZSR9,S313
Q6ZSR9,S319
Q08999,S420
Q53G44,S420
Q5VUB5,S420
Q8N309,S421
Q8N309,T422
O95696,S422
Q9C0C2,S422
Q9C0C2,S813
Q9C0C2,T819
Q9C0C2,T1154
O75116,S423
O75116,S425
O75116,S427
O75116,S433
O75116,S436
O75116,S1114
P35606,S423
P35606,S432
Q9Y6A5,S424
O00220,S424
Q96B18,S424
Q96B18,S429
Q9Y5J1,S425
Q8IUI8,S425
P56199,S425
P56199,T426
P56199,S1121
Q8TD84,S426
Q8TD84,S1629
Q9UIU6,S426
Q9UIU6,S437
Q9UIU6,S551
Q9UIU6,S644
Q9UIU6,S649
P33527,S428
H0YHG0,S428
H0YHG0,T498
H0YHG0,S499
H0YHG0,S500
P0C0S5,S43
Q9Y5K1,S43
Q15293,S43
Q15293,S55
O43426,S43
O43426,S987
O43426,S992
O43426,S1329
O43426,S1336
O43426,S1383
P27701,S43
P27701,T47
P06737,S430
Q13568,S430
P35609,S431
P35609,T435
Q6UY14,S432
Q14807,S433
Q15542,S435
Q3SXZ3,S435
Q3SXZ3,S436
P54652,S435
P54652,T505
Q96JB8,S436
P15170,S436
Q8WZ74,S436
Q8WZ74,T1481
Q8IYT1,S437
Q8TEW0,S437
Q9UPQ0,S437
Q9UPQ0,S493
Q9UPQ0,T500
Q9UPQ0,T502
Q9UPQ0,T506
Q9UPQ0,S526
Q9UPQ0,S656
Q9UPQ0,S657
Q9UPQ0,T663
P17661,S438
P36268,S438
P36268,S452
P36268,T456
P68366,S439
Q8N3C7,S439
O60610,S439
O60610,S490
O60610,T1230
O60610,S1231
O60610,S1235
Q9NX63,S44
Q6IS14,S44
Q8WUA7,S44
Q70J99,S44
Q53H47,S441
Q53H47,T442
Q96Q89,S442
Q96Q89,T1729
Q96Q89,S1766
Q96Q89,S1771
O15265,S443
Q13635,S444
P54577,S444
P54577,S521
Q86V15,S444
Q86V15,S847
Q86V15,T1472
Q9BZI1,S445
Q7Z3K6,S446
Q7Z3K6,S450
Q7Z3K6,S463
Q86VP6,S447
P50895,S447
Q9UPV9,S447
Q9UPV9,S680
Q9UPV9,S719
Q9UPV9,S829
Q9UPV9,S830
Q9UPV9,S903
Q9UPV9,T935
Q9UPV9,S938
Q92504,S448
Q96S94,S449
Q16849,S449
Q16849,S454
Q16849,T457
Q6ZN03,S45
Q8WWM7,S45
Q8WWM7,T268
Q8WWM7,T269
Q8WWM7,S369
Q8WWM7,S461
Q8WWM7,T473
Q8WWM7,S500
Q8WWM7,S563
Q8WWM7,S674
Q8WWM7,S678
Q8WWM7,T679
Q8WWM7,S680
Q8WWM7,T681
Q8WWM7,T683
Q8WWM7,S684
P49756,S45
P49756,T57
P49756,S59
Q6AWC2,S452
O75952,S452
P23229,S452
P23229,S1005
Q8IYB3,S452
Q8IYB3,S551
Q8IYB3,T555
Q8IYB3,S658
Q8IYB3,T670
Q8IYB3,S713
Q8IYB3,S717
Q13370,S453
P00395,S455
Q96MH7,S455
Q06330,S455
Q15696,S455
O00370,S456
Q8NC67,S456
Q9HCE3,S456
Q9HCE3,T479
Q9HCE3,S482
Q96AQ6,S457
Q9NW08,S457
O43526,S457
Q8IU81,S458
Q8IU81,T459
Q8IU81,T464
Q8N319,S46
Q8NAP1,S46
Q6UW56,S46
Q9H9B4,S46
Q9H9B4,S232
Q15750,S46
Q15750,S52
Q15750,S163
Q15750,S391
Q15750,S395
Q15750,S396
Q15750,S399
Q15750,T400
Q15750,S401
Q15750,T403
Q15750,T406
Q15750,S423
Q15750,T450
Q15750,T502
Q00535,S46
Q00535,T245
Q00535,T246
Q00535,S247
Q9P2I0,S460
Q3KQU3,S460
Q3KQU3,T838
Q9Y6K5,S461
O75027,S461
O75027,T466
O75027,S509
Q9P242,S462
Q8TDM6,S462
Q8TDM6,S1181
Q8TDM6,T1186
Q8TDM6,T1187
Q8TDM6,S1257
Q8TDM6,S1258
Q8TDM6,T1559
Q18PE1,S462
Q18PE1,T465
P51114,S463
Q8N6R0,S463
O95970,S463
O95970,S464
O95970,S473
Q9Y5K6,S463
Q9Y5K6,S542
Q9Y5K6,S546
Q9Y5K6,T620
Q9Y5K6,S623
Q8N8S7,S463
Q8N8S7,T464
Q8N8S7,T467
Q8N8S7,S477
Q8N8S7,T481
Q8N8S7,S482
O15427,S464
Q9H2D6,S464
Q9H2D6,S1925
P17858,S464
P17858,S529
P11166,S465
Q8WV16,S465
O60669,S465
Q6N069,S466
Q0VG06,S466
Q9H0L4,S466
Q9H0L4,S467
Q96AV8,S467
Q8NHP8,S467
Q8NHP8,S474
Q8NHP8,S517
Q5JTH9,S467
Q5JTH9,S612
Q5JTH9,T646
Q96LI5,S468
Q3KQV9,S469
Q3KQV9,S473
Q8NBJ7,S47
P57737,S470
P57737,S471
Q14562,S471
Q8IY51,S471
Q96LT7,S471
Q6GQQ9,S471
Q96B97,S471
Q96B97,S472
Q96B97,T536
Q96B97,T555
Q96B97,S567
O14920,S471
O14920,S733
Q6PF15,S473
Q9NZ52,S473
Q9NZ52,S478
Q9NZ52,T486
Q9NZ52,T529
Q02880,S473
Q02880,T477
O60563,S475
Q9NRG9,S475
Q8TE60,S475
Q5T5U3,S475
Q5T5U3,S477
Q5T5U3,T482
Q5T5U3,S483
Q5T5U3,S485
Q5T5U3,S487
Q5T5U3,S489
Q9P212,S476
Q9P212,S481
Q9P212,S2159
Q92610,S477
Q92610,S514
Q92610,S518
Q92610,T520
Q92610,T949
Q92610,S950
O76039,S479
O76039,S543
Q52M93,S479
Q52M93,S647
O95835,S479
O95835,T484
O95835,T485
O95835,T490
Q9BX66,S479
Q9BX66,T708
Q9BX66,S943
Q9BX66,S1048
Q00059,S48
P45880,S48
P45880,S251
P45880,T259
Q8IUB9,S48
Q8IUB9,S52
P62805,S48
P62805,T72
P62805,T74
P05091,S480
Q9Y6N7,S481
Q9HAP2,S482
Q9HAP2,T485
Q9HAP2,T487
Q9HAP2,S489
Q9HAP2,S602
Q9HAP2,T603
Q9HAP2,S605
Q9HAP2,S607
Q9HAP2,T675
Q7L591,S483
Q14154,S484
Q8N1G1,S484
Q8N1G1,S664
O60566,S484
O60566,S682
O15440,S485
Q86XN8,S486
Q8N944,S486
Q8N944,S487
O43189,S488
Q8IZ83,S488
O14994,S488
Q5T619,S488
Q5T619,S489
Q92576,S488
Q92576,S527
Q92576,S868
Q92576,S1722
Q92576,S1724
Q92576,S1758
Q92576,T1770
Q92576,S1773
Q92576,S1786
Q15021,S488
Q15021,T489
Q15021,S1395
P53621,S489
P53621,T821
P29372,S49
Q13133,S49
Q14680,S49
Q9Y3T9,S49
P42785,S49
P42785,S418
P42785,T420
Q96EY8,S49
Q96EY8,S50
P50402,S49
P50402,S52
P50402,S53
P50402,S54
P50402,S57
P50402,S58
P50402,S62
P50402,S66
P50402,S87
P50402,S171
P50402,S173
P35398,S49
P35398,T328
Q96QS3,S49
Q96QS3,T55
Q8IX01,S49
Q8IX01,T919
Q8IX01,S940
Q6XUX3,S490
Q14004,S490
Q14004,T1279
Q14004,T1286
Q14004,T1287
Q14004,S1288
Q14004,S1289
Q14004,S1290
Q14004,T1292
Q14004,S1331
Q14004,S1491
P78362,S490
P78362,T492
P78362,T498
P78362,S640
Q8TB96,S491
Q8N3P4,S491
P11171,S491
P11171,T760
Q9Y487,S492
Q8NEM7,S492
Q8NEM7,T494
Q8NEM7,S498
Q8NEM7,S499
Q8NEM7,S502
Q8NEM7,S503
Q8WXF1,S493
O43548,S493
O43548,S498
Q12860,S495
Q9C0I3,S495
Q14194,S495
O95747,S495
Q7L2E3,S495
Q7L2E3,S498
Q9P2K6,S496
A6NNC1,S496
A6NNC1,S502
A6NNC1,S508
P23246,S496
P23246,T652
P23246,S660
P43403,S497
Q9C0B2,S497
Q9C0B2,S1066
Q9C0B2,S1072
Q14678,S497
Q14678,T505
Q9Y613,S498
Q4ZG55,S498
Q4ZG55,S1658
Q4ZG55,S1663
P42224,S499
P42224,T510
Q96S06,S5
Q96AE4,S5
Q96AE4,S147
Q96AE4,S195
Q96AE4,T601
Q9Y2X9,S5
Q9Y2X9,S16
Q9Y2X9,S20
Q9Y2X9,T61
Q9Y2X9,S107
Q9Y2X9,S382
Q9Y2X9,T443
Q9Y2X9,S445
Q9Y2X9,S447
Q9Y2X9,T453
Q9Y2X9,S679
Q9Y2X9,T685
Q9Y2X9,S694
Q9Y2X9,S696
Q9Y2X9,S697
Q9Y2X9,T703
Q9Y2X9,T713
Q9Y2X9,T777
Q9Y2X9,S778
Q9Y2X9,S853
Q9Y2X9,T863
Q9Y2X9,S864
Q9Y2X9,S866
Q9Y2X9,S883
Q9Y2X9,T884
Q9Y2X9,T888
Q9Y2X9,T890
Q9Y2X9,S891
Q9Y2X9,S893
Q9BUH6,S5
Q9BUH6,S192
P11177,S5
P11177,S282
Q13541,S5
Q13541,S6
Q13541,T68
Q86XR8,S5
Q86XR8,S7
P08670,S5
P08670,S7
P08670,T20
P08670,S22
P08670,S25
P08670,S26
P08670,S27
P08670,S29
P08670,T32
P08670,T33
P08670,S34
P08670,T35
P08670,T37
P08670,S39
P08670,S47
P08670,T48
P08670,S49
P08670,S51
P08670,S55
P08670,S56
P08670,T63
P08670,T94
P08670,S214
P08670,T327
Q2KHR3,S5
Q2KHR3,T11
Q2KHR3,S17
Q2KHR3,T19
Q2KHR3,T20
Q2KHR3,T74
Q2KHR3,T104
Q2KHR3,S105
Q2KHR3,T108
Q2KHR3,T111
Q2KHR3,S131
Q2KHR3,T242
Q2KHR3,S245
Q2KHR3,S282
Q2KHR3,S299
Q2KHR3,T306
Q2KHR3,S308
Q2KHR3,T504
Q2KHR3,S521
Q2KHR3,S586
Q2KHR3,S595
Q2KHR3,T596
Q2KHR3,S600
Q2KHR3,S660
Q2KHR3,T959
Q2KHR3,T1270
Q2KHR3,T1271
Q2KHR3,S1272
Q2KHR3,T1274
Q2KHR3,T1277
Q2KHR3,T1278
Q2KHR3,T1283
P0DN25,S5
P0DN25,T7
P0DN25,S8
P08476,S50
P08476,S121
P34810,S50
P34810,S194
P34810,S294
Q16352,S50
Q16352,S55
Q16352,S72
Q16352,S415
Q16352,S440
Q16352,T493
P68871,S50
P68871,S73
P68871,T85
Q5KSL6,S500
Q2V2M9,S500
Q9H792,S500
Q9H792,S501
Q9H792,S502
Q9H792,T510
Q9H792,S511
Q9H792,S512
Q9UIF9,S500
Q9UIF9,T548
Q9UIF9,T742
P13639,S500
P13639,T657
Q8N103,S501
Q8N103,S700
Q9UPP1,S501
Q9UPP1,T800
Q9UPP1,S802
Q9UPP1,S804
A8MVX0,S503
P49915,S503
P52701,S503
P48029,S503
P48029,T506
P48029,S509
P48029,T517
P48029,S518
P48029,S524
P48029,S525
P48029,S623
Q8WXX7,S505
P36871,S505
Q9UHY1,S505
Q9UHY1,T532
Q9UHY1,S534
Q9UHY1,S535
O15523,S506
Q14185,S507
Q14185,T1376
O14795,S509
O14795,S1330
O14795,S1333
Q5T3J3,S51
Q5T3J3,S52
Q5T3J3,S61
Q5T3J3,S65
Q5T3J3,T72
Q5T3J3,S85
Q5T3J3,T89
